meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Olympic Games Tokyo 2020,03:43.36,25/07/2021,Men 400 Freestyle LCM Male,TUN,Tunisia,"HAFNAOUI, Ahmed",M,04/12/2002,,,57,57,956,Tokyo,JPN
FINA Champions Swim Series 2019,03:43.36,12/05/2019,Men 400 Freestyle LCM Male,LTU,Lithuania,"RAPSYS, Danas",M,21/05/1995,,,57,58,956,Budapest,HUN
Italian National Championships (50m),03:43.36,02/04/2019,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,57,59,956,Riccione,ITA
Italian National Championship (50m),03:43.36,04/04/2017,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,57,60,956,Riccione,ITA
Olympic Games Athens 2004,03:43.36,14/08/2004,Men 400 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,09/05/1980,,,57,61,,Athens,GRE
Olympic Games Sydney 2000,03:43.40,16/09/2000,Men 400 Freestyle LCM Male,ITA,Italy,"ROSOLINO, Massimiliano",M,11/07/1978,,,62,62,,Sydney,AUS
Olympic Games Rio 2016,03:43.42,06/08/2016,Men 400 Freestyle LCM Male,USA,United States of America,"DWYER, Conor",M,10/01/1989,,,63,63,955,Rio de Janeiro,BRA
Olympic Games Beijing 2008,03:43.45,10/08/2008,Men 400 Freestyle LCM Male,TUN,Tunisia,"MELLOULI, Ous",M,16/02/1984,,,64,64,989,Beijing,CHN
Olympic Games Beijing 2008,03:43.45,09/08/2008,Men 400 Freestyle LCM Male,RUS,Russian Federation,"LOBINTSEV, Nikita",M,21/11/1988,,,64,65,989,Beijing,CHN
20th Commonwealth Games 2014,03:43.46,24/07/2014,Men 400 Freestyle LCM Male,CAN,Canada,"COCHRANE, Ryan",M,29/10/1988,,,66,66,955,Glasgow,GBR
17th Commonwealth Games 2002,03:43.48,30/07/2002,Men 400 Freestyle LCM Male,AUS,Australia,"HACKETT, Grant",M,09/05/1980,,,67,67,,Manchester,GBR
Olympic Games Rio 2016,03:43.49,06/08/2016,Men 400 Freestyle LCM Male,ITA,Italy,"DETTI, Gabriele",M,29/08/1994,,,68,68,954,Rio de Janeiro,BRA
18th FINA World Championships 2019,03:43.50,21/07/2019,Men 400 Freestyle LCM Male,LTU,Lithuania,"RAPSYS, Danas",M,21/05/1995,,,69,69,954,Gwangju,KOR
Olympic Games Tokyo 2020,03:43.52,25/07/2021,Men 400 Freestyle LCM Male,AUS,Australia,"MCLOUGHLIN, Jack Alan",M,01/02/1995,,,70,70,954,Tokyo,JPN
Arena Pro Swim Series Santa Clara 2016,03:43.55,04/06/2016,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"SUN, Yang",M,01/12/1991,,,71,71,954,Santa Clara,USA
19th FINA World Championships Budapest 2022,03:43.58,18/06/2022,Men 400 Freestyle LCM Male,AUT,Austria,"AUBOECK, Felix",M,19/12/1996,,,72,72,953,Budapest,HUN
13th FINA World Championships 2009,03:43.58,26/07/2009,Men 400 Freestyle LCM Male,CHN,People's Republic of China,"ZHANG, Lin",M,06/01/1987,,,72,73,,Rome,ITA
