meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Indianapolis PSS 2018,15:20.48,16/05/2018,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,1,1,1016,Indianapolis,USA
16th FINA World Championships 2015,15:25.48,04/08/2015,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,2,2,1009,Kazan,RUS
16th FINA World Championships 2015,15:27.71,03/08/2015,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,3,3,1002,Kazan,RUS
12th Pan Pacific Championships 2014,15:28.36,24/08/2014,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,4,4,1026,Gold Coast,AUS
TYR Pro Swim Series Des Moines 2020,15:29.51,04/03/2020,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,5,5,971,Des Moines,USA
19th FINA World Championships Budapest 2022,15:30.15,20/06/2022,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,6,6,969,Budapest,HUN
17th FINA World Championships 2017,15:31.82,25/07/2017,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,7,7,979,Budapest,HUN
2014 GU TWST Senior Invitational,15:34.23,19/06/2014,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,8,8,1007,CISD Natatorium Shanandoah,USA
Olympic Games Tokyo 2020,15:35.35,26/07/2021,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,9,9,953,Tokyo,JPN
Arena Pro Swim Series Santa Clara 2017,15:35.65,01/06/2017,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,10,10,967,Santa Clara,USA
USA Winter National Championships (50m),15:35.98,07/12/2019,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,11,11,951,Atlanta,USA
15th FINA World Championships 2013,15:36.53,30/07/2013,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,12,12,1019,Barcelona,ESP
Olympic Games Tokyo 2020,15:37.34,28/07/2021,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,13,13,947,Tokyo,JPN
15th FINA World Championships 2013,15:38.88,30/07/2013,Women 1500 Freestyle LCM Female,DEN,Denmark,"FRIIS, Lotte",F,09/02/1988,,,14,14,1011,Barcelona,ESP
13th Pan Pacific Championships 2018,15:38.97,12/08/2018,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,15,15,957,Tokyo,JPN
Phillips 66 International Team Trials 2022,15:38.99,30/04/2022,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,16,16,942,Greensboro,USA
TYR Pro Swim Series Westmont 2022,15:39.45,02/03/2022,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,17,17,940,Westmont,USA
16th FINA World Championships 2015,15:40.14,04/08/2015,Women 1500 Freestyle LCM Female,NZL,New Zealand,"BOYLE, Lauren",F,14/12/1987,,,18,18,962,Kazan,RUS
US Olympic Team Trials - Wave II,15:40.50,16/06/2021,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,19,19,937,Omaha,USA
TYR Pro Swim Series Mission Viejo 2021,15:40.55,11/04/2021,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,20,20,937,Mission Viejo,USA
18th FINA World Championships 2019,15:40.89,23/07/2019,Women 1500 Freestyle LCM Female,ITA,Italy,"QUADARELLA, Simona",F,18/12/1998,,,21,21,936,Gwangju,KOR
Olympic Games Tokyo 2020,15:41.41,28/07/2021,Women 1500 Freestyle LCM Female,USA,United States of America,"SULLIVAN, Erica",F,09/08/2000,,,22,22,934,Tokyo,JPN
Olympic Games Tokyo 2020,15:41.49,26/07/2021,Women 1500 Freestyle LCM Female,CHN,People's Republic of China,"WANG, Jianjiahe",F,17/07/2002,,,23,23,934,Tokyo,JPN
Arena Pro Swim Series - Mesa 2015,15:42.23,15/04/2015,Women 1500 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,24,24,956,Mesa,USA
