meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Hancock Prospecting Australian National Championships (50m),01:54.30,09/04/2019,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,13,13,965,Adelaide,AUS
16th FINA World Championships 2015,01:54.31,06/08/2015,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,14,14,965,Kazan,RUS
Swedish National Championships (50m),01:54.34,06/07/2016,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,15,15,964,Norrkoping,SWE
Olympic Games Tokyo 2020,01:54.37,29/07/2021,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,16,16,963,Tokyo,JPN
TYR Pro Swim Series Mission Viejo 2021,01:54.40,08/04/2021,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,17,17,963,Mission Viejo,USA
US Olympic Team Trials,01:54.40,25/06/2012,Women 200 Freestyle LCM Female,USA,United States of America,"SCHMITT, Allison",F,07/06/1990,,,17,18,963,Omaha,USA
ST Arena Pro Swim at Austin 2016,01:54.43,16/01/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,19,19,962,Austin,USA
13th Pan Pacific Championships 2018,01:54.44,09/08/2018,Women 200 Freestyle LCM Female,CAN,Canada,"RUCK, Taylor",F,28/05/2000,,,20,20,962,Tokyo,JPN
Italian National Championships (50m),01:54.47,08/03/2009,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,21,21,,Riccione,ITA
The National Games,01:54.48,22/09/2021,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,22,22,961,Xian,CHN
Olympic Games Tokyo 2020,01:54.51,29/07/2021,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,23,23,960,Tokyo,JPN
Hancock Prospecting Australian Swimming Trials 2019,01:54.55,11/06/2019,Women 200 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,24,24,959,Brisbane,AUS
53th International Trophy “Settecolli”,01:54.55,26/06/2016,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,24,25,959,Rome,ITA
Santa Clara PSS 2018,01:54.56,08/06/2018,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,26,26,959,Santa Clara,USA
Chinese National Championships (50m),01:54.57,04/05/2021,Women 200 Freestyle LCM Female,CHN,People's Republic of China,"YANG, Junxuan",F,26/01/2002,,,27,27,958,Qingdao,CHN
TYR Pro Swim Series Des Moines 2020,01:54.59,06/03/2020,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,28,28,958,Des Moines,USA
US National Championships (50m),01:54.60,26/07/2018,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,29,29,958,Irvine,USA
Olympic Games Rio 2016,01:54.65,08/08/2016,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,30,30,956,Rio de Janeiro,BRA
NSW Open State Championships 2022,01:54.66,06/03/2022,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,31,31,956,Sydney,AUS
18th FINA World Championships 2019,01:54.66,24/07/2019,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,31,32,956,Gwangju,KOR
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2012,01:54.66,06/06/2012,Women 200 Freestyle LCM Female,FRA,France,"MUFFAT, Camille",F,28/10/1989,,,31,33,956,Canet-en-Roussillon,FRA
Eindhoven Swim Cup / Dutch Championships1,01:54.68,03/04/2015,Women 200 Freestyle LCM Female,NED,Netherlands,"HEEMSKERK, Femke",F,21/09/1987,,,34,34,956,Eindhoven,NED
17th FINA World Championships 2017,01:54.69,25/07/2017,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,35,35,955,Budapest,HUN
Olympic Games Tokyo 2020,01:54.70,28/07/2021,Women 200 Freestyle LCM Female,CAN,Canada,"OLEKSIAK, Penny",F,13/06/2000,,,36,36,955,Tokyo,JPN
17th FINA World Championships 2017,01:54.73,26/07/2017,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,37,37,954,Budapest,HUN
Hancock Prospecting Australian Swimming Trials 2021,01:54.74,14/06/2021,Women 200 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,38,38,954,Adelaide,AUS
Bergen Swim Festival 2015,01:54.77,30/05/2015,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,39,39,953,Bergen,NOR
18th FINA World Championships 2019,01:54.78,24/07/2019,Women 200 Freestyle LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,40,40,953,Gwangju,KOR
19th FINA World Championships Budapest 2022,01:54.79,22/06/2022,Women 200 Freestyle LCM Female,CAN,Canada,"MCINTOSH, Summer",F,18/08/2006,,,41,41,953,Budapest,HUN
21st Commonwealth Games 2018,01:54.81,05/04/2018,Women 200 Freestyle LCM Female,CAN,Canada,"RUCK, Taylor",F,28/05/2000,,,42,42,952,Gold Coast,AUS
Olympic Games Rio 2016,01:54.81,08/08/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,42,43,952,Rio de Janeiro,BRA
15th FINA World Championships 2013,01:54.81,31/07/2013,Women 200 Freestyle LCM Female,USA,United States of America,"FRANKLIN, Missy",F,10/05/1995,,,42,44,952,Barcelona,ESP
Olympic Games Tokyo 2020,01:54.82,27/07/2021,Women 200 Freestyle LCM Female,AUS,Australia,"TITMUS, Ariarne",F,07/09/2000,,,45,45,952,Tokyo,JPN
2016 Atlanta Classic Swim Meet,01:54.82,13/05/2016,Women 200 Freestyle LCM Female,USA,United States of America,"LEDECKY, Katie",F,17/03/1997,,,45,46,952,Atlanta,USA
Olympic Games Beijing 2008,01:54.82,13/08/2008,Women 200 Freestyle LCM Female,ITA,Italy,"PELLEGRINI, Federica",F,05/08/1988,,,45,47,1023,Beijing,CHN
Australian National Championships (50m),01:54.83,09/04/2016,Women 200 Freestyle LCM Female,AUS,Australia,"MCKEON, Emma",F,24/05/1994,,,48,48,952,Adelaide,AUS
