meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
16th FINA World Championships 2015,26.62,04/08/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,54,58,1005,Kazan,RUS
European Championships 2014,26.62,22/08/2014,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,54,59,1005,Berlin,GER
18th FINA World Championships 2019,26.63,21/07/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,60,60,925,Gwangju,KOR
British Swimming Championships (50m),26.63,16/04/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,60,61,925,Glasgow,GBR
European Championships 2021,26.64,18/05/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,62,62,924,Budapest,HUN
56th International Trophy “Settecolli”,26.64,22/06/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,62,63,924,Rome,ITA
56th International Trophy “Settecolli”,26.64,22/06/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,62,64,924,Rome,ITA
FINA Champions Swim Series 2019,26.64,12/05/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,62,65,924,Budapest,HUN
Olympic Games Tokyo 2020,26.65,25/07/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,66,66,923,Tokyo,JPN
Russian National Championships (50m),26.66,29/04/2022,Men 50 Breaststroke LCM Male,RUS,Russian Federation,"NIKOLAEV, Andrei",M,26/04/1992,,,67,67,922,Kazan,RUS
Brazil Trophy 2022,26.66,06/04/2022,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,67,68,922,Rio de Janeiro,BRA
18th FINA World Championships 2019,26.66,24/07/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,67,69,922,Gwangju,KOR
European Championships 2016,26.66,21/05/2016,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,67,70,973,London,GBR
European Championships 2016,26.66,20/05/2016,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,67,71,973,London,GBR
16th FINA World Championships 2015,26.66,05/08/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,67,72,1001,Kazan,RUS
17th FINA World Championships 2017,26.67,25/07/2017,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,73,73,972,Budapest,HUN
13th FINA World Championships 2009,26.67,29/07/2009,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,73,74,,Rome,ITA
19th FINA World Championships Budapest 2022,26.68,20/06/2022,Men 50 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,01/08/1999,,,75,75,920,Budapest,HUN
European Championships 2021,26.68,22/05/2021,Men 50 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,01/08/1999,,,75,76,920,Budapest,HUN
54th Challenge International de Geneve,26.68,16/01/2021,Men 50 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,01/08/1999,,,75,77,920,Geneva,SUI
56th International Trophy “Settecolli”,26.68,22/06/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,75,78,920,Rome,ITA
FINA Champions Swim Series 2019,26.68,27/04/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,75,79,920,Guangzhou,CHN
17th FINA World Championships 2017,26.68,25/07/2017,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,75,80,971,Budapest,HUN
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2016,26.68,12/06/2016,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,75,81,971,Barcelona,ESP
16th FINA World Championships 2015,26.68,04/08/2015,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,75,82,998,Kazan,RUS
British National Swimming Championships (50m),26.69,14/04/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,83,83,919,London,GBR
18th FINA World Championships 2019,26.69,24/07/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,83,84,919,Gwangju,KOR
Olympic Games Rio 2016,26.69,06/08/2016,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,83,85,969,Rio de Janeiro,BRA
Belarus National Championships (50m),26.70,07/04/2022,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,86,86,918,Brest,BLR
Open Cup of Belarus,26.70,16/07/2020,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,86,87,918,Brest,BLR
18th FINA World Championships 2019,26.70,23/07/2019,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,86,88,918,Gwangju,KOR
18th FINA World Championships 2019,26.70,21/07/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,86,89,918,Gwangju,KOR
FINA Champions Swim Series 2019,26.70,27/04/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,86,90,918,Guangzhou,CHN
16th FINA World Championships 2015,26.70,04/08/2015,Men 50 Breaststroke LCM Male,SLO,Slovenia,"DUGONJIC, Damir",M,21/02/1988,,,86,91,996,Kazan,RUS
19th FINA World Championships Budapest 2022,26.71,20/06/2022,Men 50 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,92,92,917,Budapest,HUN
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2019,26.71,12/06/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,92,93,917,Canet-en-Roussillon,FRA
Olympic Games Rio 2016,26.71,06/08/2016,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,92,94,967,Rio de Janeiro,BRA
19th FINA World Championships Budapest 2022,26.72,21/06/2022,Men 50 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,95,95,916,Budapest,HUN
European Championships 2021,26.72,21/05/2021,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,95,96,916,Budapest,HUN
European Championships 2021,26.72,17/05/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,95,97,916,Budapest,HUN
18th FINA World Championships 2019,26.72,24/07/2019,Men 50 Breaststroke LCM Male,RUS,Russian Federation,"PRIGODA, Kirill",M,29/12/1995,,,95,98,916,Gwangju,KOR
FINA Champions Swim Series 2019,26.72,01/06/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,95,99,916,Indianapolis,USA
19th FINA World Championships Budapest 2022,26.73,20/06/2022,Men 50 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,100,100,914,Budapest,HUN
Olympic Games Tokyo 2020,26.73,26/07/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,100,101,914,Tokyo,JPN
18th FINA World Championships 2019,26.73,23/07/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,100,102,914,Gwangju,KOR
18th FINA World Championships 2019,26.73,23/07/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,100,103,914,Gwangju,KOR
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2018,26.73,10/06/2018,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,100,104,914,Canet-en-Roussillon,FRA
Campionato Italiano Assoluto UnipolSai 2018,26.73,14/04/2018,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,100,105,914,Riccione,ITA
Campionato Italiano Assoluto UnipolSai 2018,26.73,10/04/2018,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,100,106,914,Riccione,ITA
19th FINA World Championships Budapest 2022,26.74,20/06/2022,Men 50 Breaststroke LCM Male,USA,United States of America,"FINK, Nic",M,03/07/1993,,,107,107,913,Budapest,HUN
BUCS 2019 (50m),26.74,16/02/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,107,108,913,Sheffield,GBR
55th International Trophy “Settecolli”,26.74,30/06/2018,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,107,109,913,Rome,ITA
21st Commonwealth Games 2018,26.74,07/04/2018,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,107,110,913,Gold Coast,AUS
17th FINA World Championships 2017,26.74,25/07/2017,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,107,111,964,Budapest,HUN
FINA/airweave Swimming World Cup 2015,26.74,15/08/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,107,112,992,Paris-Chartres,FRA
16th FINA World Championships 2015,26.74,04/08/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,107,113,992,Kazan,RUS
Australian National Championships (50m),26.74,01/04/2014,Men 50 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,19/12/1985,,,107,114,992,Brisbane,AUS
13th FINA World Championships 2009,26.74,28/07/2009,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,107,115,,Rome,ITA
19th FINA World Championships Budapest 2022,26.75,20/06/2022,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,116,116,912,Budapest,HUN
Manchester International Swim Meet,26.75,13/02/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,116,117,912,Manchester,GBR
56th International Trophy “Settecolli”,26.75,22/06/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,116,118,912,Rome,ITA
Maria Lenk / Brazil Trophy,26.75,21/04/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"FRANCA SILVA, Felipe",M,14/05/1987,,,116,119,912,Rio de Janeiro,BRA
European Championships 2018,26.75,04/08/2018,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,116,120,912,Glasgow,GBR
16th FINA World Championships 2015,26.76,04/08/2015,Men 50 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,13/08/1993,,,121,121,989,Kazan,RUS
20th Commonwealth Games 2014,26.76,28/07/2014,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,121,122,989,Glasgow,GBR
13th FINA World Championships 2009,26.76,29/07/2009,Men 50 Breaststroke LCM Male,BRA,Brazil,"FRANCA SILVA, Felipe",M,14/05/1987,,,121,123,,Rome,ITA
18th FINA World Championships 2019,26.77,23/07/2019,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,124,124,910,Gwangju,KOR
FINA/airweave Swimming World Cup 2015,26.77,06/11/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,124,125,988,Dubai,UAE
15th FINA World Championships 2013,26.77,31/07/2013,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,124,126,988,Barcelona,ESP
Phillips 66 International Team Trials 2022,26.78,28/04/2022,Men 50 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,127,127,909,Greensboro,USA
Russian National Swimming Championships (50m),26.78,05/04/2021,Men 50 Breaststroke LCM Male,RUS,Russian Federation,"STRELNIKOV, Kirill",M,29/05/1992,,,127,128,909,Kazan,RUS
FINA Swimming World Cup 2019,26.78,03/08/2019,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,127,129,909,Tokyo,JPN
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2019,26.78,16/06/2019,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,127,130,909,Barcelona,ESP
17th FINA World Championships 2017,26.78,26/07/2017,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,127,131,960,Budapest,HUN
20th Commonwealth Games 2014,26.78,28/07/2014,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,127,132,987,Glasgow,GBR
15th FINA World Championships 2013,26.78,31/07/2013,Men 50 Breaststroke LCM Male,AUS,Australia,"SPRENGER, Christian",M,19/12/1985,,,127,133,987,Barcelona,ESP
15th FINA World Championships 2013,26.78,30/07/2013,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,127,134,987,Barcelona,ESP
Mare Nostrum - 37th Meeting International de Natation de Monte Carlo 2019,26.79,08/06/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"LIMA, Felipe",M,05/04/1985,,,135,135,908,Monaco,MON
European Championships 2018,26.79,08/08/2018,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,135,136,908,Glasgow,GBR
16th FINA World Championships 2015,26.79,03/08/2015,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,135,137,986,Kazan,RUS
Eindhoven Qualification Meet,26.80,09/04/2021,Men 50 Breaststroke LCM Male,NED,Netherlands,"KAMMINGA, Arno",M,22/10/1995,,,138,138,907,Eindhoven,NED
Maria Lenk / Brazil Trophy,26.80,21/04/2019,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,138,139,907,Rio de Janeiro,BRA
European Championships 2018,26.80,07/08/2018,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,138,140,907,Glasgow,GBR
49th Military World Championships,26.80,13/12/2017,Men 50 Breaststroke LCM Male,BRA,Brazil,"GOMES JUNIOR, Joao",M,21/01/1986,,,138,141,958,Rio de Janeiro,BRA
17th FINA World Championships 2017,26.80,26/07/2017,Men 50 Breaststroke LCM Male,USA,United States of America,"CORDES, Kevin",M,13/08/1993,,,138,142,958,Budapest,HUN
20th Commonwealth Games 2014,26.80,27/07/2014,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,138,143,985,Glasgow,GBR
Italian National Championships (50m),26.81,13/04/2022,Men 50 Breaststroke LCM Male,ITA,Italy,"MARTINENGHI, Nicolo",M,01/08/1999,,,144,144,906,Milano,ITA
Belarus National Championships (50m),26.81,07/04/2022,Men 50 Breaststroke LCM Male,BLR,Belarus,"SHYMANOVICH, Ilya",M,02/08/1994,,,144,145,906,Brest,BLR
Olympic Games Tokyo 2020,26.81,24/07/2021,Men 50 Breaststroke LCM Male,GBR,Great Britain,"PEATY, Adam",M,28/12/1994,,,144,146,906,Tokyo,JPN
15th FINA World Championships 2013,26.81,30/07/2013,Men 50 Breaststroke LCM Male,RSA,South Africa,"VAN DER BURGH, Cameron",M,25/05/1988,,,144,147,984,Barcelona,ESP
European Championships 2021,26.82,21/05/2021,Men 50 Breaststroke LCM Male,POL,Poland,"KOZAKIEWICZ, Jan",M,24/02/1996,,,148,148,905,Budapest,HUN
30th Summer Universiade 2019,26.82,08/07/2019,Men 50 Breaststroke LCM Male,RSA,South Africa,"HOULIE, Michael",M,27/06/2000,,,148,149,905,Napoli,ITA
Italian National Championships (50m),26.82,06/04/2019,Men 50 Breaststroke LCM Male,ITA,Italy,"SCOZZOLI, Fabio",M,03/08/1988,,,148,150,905,Riccione,ITA
Turkish Sehit Kamil Turkcell Open National Team Selection Meet (50m),26.83,29/12/2021,Men 50 Breaststroke LCM Male,TUR,Turkey,"SAKCI, Huseyin",M,15/11/1997,,,151,151,904,Gaziantep,TUR
US Olympic Team Trials - Wave II,26.83,13/06/2021,Men 50 Breaststroke LCM Male,USA,United States of America,"ANDREW, Michael",M,18/04/1999,,,151,152,904,Omaha,USA
