meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Swedish National Championships (50m),24.43,05/07/2014,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,1,1,1080,Boras,SWE
17th FINA World Championships 2017,24.60,29/07/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,2,2,979,Budapest,HUN
Eindhoven Swim Cup / Dutch Championships1,24.69,05/04/2015,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,3,3,968,Eindhoven,NED
Mare Nostrum - Trofeu Internacional Ciutat de Barcelona 2017,24.76,14/06/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,4,4,960,Barcelona,ESP
18th FINA World Championships 2019,24.79,26/07/2019,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,5,5,957,Gwangju,KOR
European Championships 2014,24.87,18/08/2014,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,6,6,1024,Berlin,GER
Mare Nostrum -  35th Meeting International de Natation de Monte Carlo 2017,24.90,11/06/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,7,7,944,Monaco,MON
19th FINA World Championships Budapest 2022,24.95,24/06/2022,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,8,8,938,Budapest,HUN
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2017,24.95,18/06/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,8,9,938,Canet-en-Roussillon,FRA
Swim Open Stockholm 2017,24.96,08/04/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,10,10,937,Stockholm,SWE
16th FINA World Championships 2015,24.96,08/08/2015,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,10,11,937,Kazan,RUS
European Championships 2014,24.98,19/08/2014,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,12,12,1010,Berlin,GER
European Championships 2016,24.99,17/05/2016,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,13,13,934,London,GBR
18th FINA World Championships 2019,25.02,27/07/2019,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,14,14,930,Gwangju,KOR
19th Luxembourg Euro Meet 2017,25.02,28/01/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,14,15,930,Luxembourg,LUX
Malmsten Swim Open Stockholm,25.05,09/04/2022,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,16,16,927,Stockholm,SWE
16th FINA World Championships 2015,25.06,07/08/2015,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,17,17,926,Kazan,RUS
20th Luxembourg Euro Meet 2018,25.07,27/01/2018,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,18,18,925,Luxembourg,LUX
Swedish National Championships (50m),25.07,09/07/2016,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,18,19,925,Norrkoping,SWE
Swedish National Championships (50m),25.07,04/07/2015,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,18,20,925,Sundsvall,SWE
13th FINA World Championships 2009,25.07,31/07/2009,Women 50 Butterfly LCM Female,SWE,Sweden,"ALSHAMMAR, Therese",F,26/08/1977,,,18,21,,Rome,ITA
European Championships 2018,25.11,08/08/2018,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,22,22,920,Glasgow,GBR
Mare Nostrum -  Meeting International de Canet-en-Roussillon 2018,25.11,10/06/2018,Women 50 Butterfly LCM Female,JPN,Japan,"IKEE, Rikako",F,04/07/2000,,,22,23,920,Canet-en-Roussillon,FRA
Malmsten Swim Open Stockholm 2018,25.11,05/04/2018,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,22,24,920,Stockholm,SWE
22nd Luxembourg Euro Meet 2020,25.12,24/01/2020,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,25,25,919,Luxembourg,LUX
European Championships 2014,25.12,18/08/2014,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,25,26,994,Berlin,GER
19th FINA World Championships Budapest 2022,25.13,23/06/2022,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,27,27,918,Budapest,HUN
SM/Para-SM/JSM (50m) 2018,25.14,07/07/2018,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,28,28,917,Landskrona,SWE
SM/JSM (50m) 2017,25.15,03/07/2017,Women 50 Butterfly LCM Female,SWE,Sweden,"SJOESTROEM, Sarah",F,17/08/1993,,,29,29,916,Boras,SWE
