meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
17th Asian Games 2014,27.64,23/09/2014,Women 50 Backstroke LCM Female,CHN,People's Republic of China,"FU, Yuanhui",F,07/01/1996,,,152,159,938,Incheon,KOR
European Championships 2010,27.64,14/08/2010,Women 50 Backstroke LCM Female,BLR,Belarus,"HERASIMENIA, Aliaksandra",F,31/12/1985,,,152,160,938,Budapest,HUN
19th FINA World Championships Budapest 2022,27.65,21/06/2022,Women 50 Backstroke LCM Female,ITA,Italy,"SCALIA, Silvia",F,16/07/1995,,,161,161,929,Budapest,HUN
Canadian Swimming Trials 2022,27.65,06/04/2022,Women 50 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,161,162,929,Victoria,CAN
Spanish Junior National Championships (50m),27.65,03/08/2021,Women 50 Backstroke LCM Female,FRA,France,"PIGREE, Analia",F,31/07/2001,,,161,163,929,Las Palmas,ESP
18th FINA World Championships 2019,27.65,25/07/2019,Women 50 Backstroke LCM Female,GBR,Great Britain,"DAVIES, Georgia",F,11/10/1990,,,161,164,929,Gwangju,KOR
18th FINA World Championships 2019,27.65,25/07/2019,Women 50 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,161,165,929,Gwangju,KOR
Hancock Prospecting Australian National Championships (50m),27.65,09/04/2019,Women 50 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,161,166,929,Adelaide,AUS
17th FINA World Championships 2017,27.65,26/07/2017,Women 50 Backstroke LCM Female,RUS,Russian Federation,"FESIKOVA, Anastasiia",F,08/05/1990,,,161,167,937,Budapest,HUN
17th FINA World Championships 2017,27.65,26/07/2017,Women 50 Backstroke LCM Female,BLR,Belarus,"HERASIMENIA, Aliaksandra",F,31/12/1985,,,161,168,937,Budapest,HUN
17th FINA World Championships 2017,27.65,26/07/2017,Women 50 Backstroke LCM Female,BRA,Brazil,"MEDEIROS, Etiene",F,24/05/1991,,,161,169,937,Budapest,HUN
FINA/airweave Swimming World Cup 2015,27.65,15/08/2015,Women 50 Backstroke LCM Female,USA,United States of America,"COUGHLIN, Natalie",F,23/08/1982,,,161,170,937,Paris-Chartres,FRA
13th FINA World Championships 2009,27.65,29/07/2009,Women 50 Backstroke LCM Female,BLR,Belarus,"HERASIMENIA, Aliaksandra",F,31/12/1985,,,161,171,,Rome,ITA
Italian National Championships (50m),27.66,10/04/2022,Women 50 Backstroke LCM Female,ITA,Italy,"SCALIA, Silvia",F,16/07/1995,,,172,172,928,Milano,ITA
