meet_name,swim_time,swim_date,full_desc,team_code,team_short_name,full_name_computed,gender,birth_date,event_id,standard_name,RANK,Rank_Order,fina_points,meet_city,country_code
Hancock Prospecting Australian Swimming Trials 2021,57.45,13/06/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,1,1,1006,Adelaide,AUS
Olympic Games Tokyo 2020,57.47,27/07/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,2,2,1005,Tokyo,JPN
18th FINA World Championships 2019,57.57,28/07/2019,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,3,3,1022,Gwangju,KOR
Sydney Open 2021,57.63,14/05/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,4,4,996,Sydney,AUS
19th FINA World Championships Budapest 2022,57.65,19/06/2022,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,5,5,989,Budapest,HUN
Olympic Swimming Trials 2020,57.70,19/06/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,6,6,993,Toronto,CAN
Olympic Games Tokyo 2020,57.72,27/07/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,7,7,992,Tokyo,JPN
Phillips 66 International Team Trials 2022,57.76,29/04/2022,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,8,8,983,Greensboro,USA
Olympic Games Tokyo 2020,57.86,26/07/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,9,9,985,Tokyo,JPN
Olympic Games Tokyo 2020,57.88,25/07/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,10,10,984,Tokyo,JPN
Olympic Games Tokyo 2020,57.90,01/08/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,11,11,982,Tokyo,JPN
US Olympic Team Trials - Wave II,57.92,14/06/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,12,12,981,Omaha,USA
McDonald’s Queensland Championships 2020,57.93,13/12/2020,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,13,13,981,Brisbane,AUS
Olympic Games Tokyo 2020,57.96,25/07/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,14,14,979,Tokyo,JPN
US National Championships (50m),58.00,28/07/2018,Women 100 Backstroke LCM Female,USA,United States of America,"BAKER, Kathleen",F,28/02/1997,,,15,15,1005,Irvine,USA
Olympic Games Tokyo 2020,58.01,01/08/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,16,16,977,Tokyo,JPN
Olympic Games Tokyo 2020,58.05,01/08/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,17,17,975,Tokyo,JPN
Olympic Games Tokyo 2020,58.05,27/07/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,17,18,975,Tokyo,JPN
European Championships 2021,58.08,23/05/2021,Women 100 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,03/10/1997,,,19,19,973,Budapest,HUN
Olympic Games Tokyo 2020,58.09,26/07/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,20,20,973,Tokyo,JPN
17th FINA World Championships 2017,58.10,25/07/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,21,21,1001,Budapest,HUN
Olympic Games Tokyo 2020,58.11,26/07/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,22,22,972,Tokyo,JPN
Swimming QLD Prep meet,58.11,14/11/2020,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,22,23,972,Brisbane,AUS
13th FINA World Championships 2009,58.12,28/07/2009,Women 100 Backstroke LCM Female,GBR,Great Britain,"SPOFFORTH, Gemma",F,17/11/1987,,,24,24,,Rome,ITA
Olympic Swimming Trials 2020,58.13,19/06/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,25,25,971,Toronto,CAN
Sydney Open 2021,58.14,14/05/2021,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,26,26,970,Sydney,AUS
Canadian Swimming Trials 2019,58.16,03/04/2019,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,27,27,991,Toronto,CAN
Olympic Games Tokyo 2020,58.17,25/07/2021,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,28,28,969,Tokyo,JPN
European Championships 2021,58.18,21/05/2021,Women 100 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,03/10/1997,,,29,29,968,Budapest,HUN
TYR Pro Swim Series Des Moines 2020,58.18,07/03/2020,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,29,30,968,Des Moines,USA
17th FINA World Championships 2017,58.18,24/07/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,29,31,996,Budapest,HUN
13th FINA World Championships 2009,58.18,28/07/2009,Women 100 Backstroke LCM Female,RUS,Russian Federation,"ZUEVA, Anastasia",F,08/05/1990,,,29,32,,Rome,ITA
Canadian Swimming Trials 2019,58.19,03/04/2019,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,33,33,990,Toronto,CAN
Canadian Swimming Trials 2017,58.21,06/04/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,34,34,995,Victoria,CAN
19th FINA World Championships Budapest 2022,58.22,20/06/2022,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,35,35,960,Budapest,HUN
Olympic Games London 2012,58.23,29/07/2012,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,05/06/1992,,,36,36,994,London,GBR
British National Swimming Championships (50m),58.24,15/04/2021,Women 100 Backstroke LCM Female,GBR,Great Britain,"DAWSON, Kathleen",F,03/10/1997,,,37,37,965,London,GBR
TYR Pro Swim Series Knoxville 2020,58.26,18/01/2020,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,38,38,964,Knoxville,USA
16th FINA World Championships 2015,58.26,04/08/2015,Women 100 Backstroke LCM Female,AUS,Australia,"SEEBOHM, Emily",F,05/06/1992,,,38,39,992,Kazan,RUS
Phillips 66 International Team Trials 2022,58.29,29/04/2022,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,40,40,957,Greensboro,USA
13th Pan Pacific Championships 2018,58.29,10/08/2018,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,40,41,990,Tokyo,JPN
19th FINA World Championships Budapest 2022,58.31,19/06/2022,Women 100 Backstroke LCM Female,USA,United States of America,"SMITH, Regan",F,09/02/2002,,,42,42,956,Budapest,HUN
Victorian Open Championships 2022,58.31,19/02/2022,Women 100 Backstroke LCM Female,AUS,Australia,"MCKEOWN, Kaylee",F,12/07/2001,,,42,43,956,Melbourne,AUS
Atlanta Classic 2021,58.31,15/05/2021,Women 100 Backstroke LCM Female,USA,United States of America,"SMOLIGA, Olivia",F,12/10/1994,,,42,44,962,Atlanta,USA
17th FINA World Championships 2017,58.31,30/07/2017,Women 100 Backstroke LCM Female,CAN,Canada,"MASSE, Kylie",F,18/01/1996,,,42,45,990,Budapest,HUN
